product_category_tree,product_name,description
898,Beauty and Personal Care,KDS SURGICAL Tripod Walking Stick,"Specifications of KDS SURGICAL Tripod Walking Stick In The Box 1 WALKING STICK General Brand KDS SURGICAL Foldable No Model Number Tripod Material Iron, Plastic Color Grey Height Adjustable Yes Dimensions Weight 400 g Length 91 cm"
899,Home Decor & Festive Needs,Bharatcraft Showpiece  -  5 cm,"Key Features of Bharatcraft Showpiece  -  5 cm Polyresin Height - 5 cm Width - 10 cm,Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) Price: Rs. 499 This is an Imperial Golden King Money Frog that is large and heavy. Made of high quality earth material, it suits perfectly the use in Period 8 because earth energy rules the period. This product will be an envy for your peers. The Money Frog is depicted sitting on a bed full of wealth, treasures and ingots. It has a crown on its head to represent its throne and right behind the throne is a bagua.,Specifications of Bharatcraft Showpiece  -  5 cm (Polyresin, Brown) General Brand Bharatcraft Model Number HD10012 Type Fengshui Material Polyresin Color Brown Dimensions Height 5 cm Width 10 cm Depth 7 cm In the Box Sales Package 1 Showpiece Figurine Pack of 1"
900,Beauty and Personal Care,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color,"Key Features of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color Loreal Diarichesse No- 5 Light Brown  ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness. Pastel toning of bleached and highlighted hair It is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Price: Rs. 3,295 Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )50 ml Each With 20 Vol 6 % Developer 1000 mL A tone on tone color to cover white hair up to 70%! With deep reflexes and exceptional smoothness.Pastel toning of bleached and highlighted hairIt is an ammonia-free color service that enhances the natural color of the hair with radiant and bright reflections.,Specifications of Loreal Diarichesse No- 5 Light Brown ( Pack of 3 )With 20 Vol 6 % Developer Hair Color (Brown) Hair Color Traits Ammonia Free Yes General Traits Quantity 1150 ml Ideal For Men, Women Container Type Bottle Color Brown In the Box 1 Developer, 3 Tube"
901,Home Decor & Festive Needs,@home Earthy Wine Net Ceramic Vase,"Key Features of @home Earthy Wine Net Ceramic Vase Material : CERAMIC Color : MAROON has to be kept on Table decorative purpose,@home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) Price: Rs. 1,350 VASE EARTHY WINE NET MRN H 25CM,Specifications of @home Earthy Wine Net Ceramic Vase (9.825000000000001 inch, Pink) General Brand @home Suitable For Table Model Number HGFVSIMSTMRN00158 Type Vases Material Ceramic Model Name Earthy Wine Net Color Pink Dimensions Other Dimensions 18X18X25 (LXBXH) in cms Height 9.825000000000001 inch Width 7.074 inch Depth 7.074 inch Body & Design Features Shape Tumblers In the Box Sales Package 1 Vase Pack of 1"
902,Kitchen & Dining,Prisha India Craft m_jug015-1-prishaindia Water Jug,"Key Features of Prisha India Craft m_jug015-1-prishaindia Water Jug At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.,Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) Price: Rs. 1,899 At this time when the world is riddled with pollution, our countrymen are using high potency tablets even for minor problems which is spreading poision in their bodies. Our Rishes, saints and even doctors have found a very easy method to deal with such disorders. The best remedy to overcome these problems is to store water in a copper utensil overnight and drink four glasses every morning.After this you can wash your mouth and brush your teeth. It is also advisable not to take tea for at least 45 minutes. Patients who can not drink four glasses of water at a time, can start with smaller quantity and increase the quantity gradually. There is no diseases in the world which can not be cured by this method. It is useful to drink water before sunrise for all including healthy persons.,Specifications of Prisha India Craft m_jug015-1-prishaindia Water Jug (2000 L) General Brand Prisha India Craft Jug Type Water Model Number m_jug015-1-prishaindia Type Jug Material Copper Model Name m_jug015-1-prishaindia Capacity 2000 L Color Copper Dimensions Diameter 5.5 inch Weight 0.92 kg Height 10.5 inch Width 7.5 inch In the Box Sales Package 1 Jug Pack of 1"
903,Home Decor & Festive Needs,BRANDWAGON DIGIPRINT Digital Reprint Painting,"Key Features of BRANDWAGON DIGIPRINT Digital Reprint Painting 1 HD paintings,BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) Price: Rs. 180 Home is the first thing that comes to mind when you think of comfort and a perfect ambience is what sets it right. So let your creativity for home decor fly free with Flipkart?s collection of home furnishing items that can transform your house into the home you have always dreamt of.,Specifications of BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) General Brand BRANDWAGON Shape Rectangular Frame Material no framing Model Number POS0081 Frame Included No Painting Type Digital Reprint Model Name DIGIPRINT Painting Theme Modern Art Wall Mount Yes Frame Color no framing Artist Name avasthi Dimensions Weight 0.04 kg Height 18 inch Other Dimensions Dummy, Dummy Width 12 inch Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 1 Year Dummy Company Domestic Warranty Warranty Service Type customer can exchange if any damage before delivery Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane In the Box Sales Package 1 Wall Painting Pack of 1 Additional Features Other Features Dummy, Dummy Water Resistant Yes"
904,Baby Care,Relaxfeel Floral Single Dohar White,"Key Features of Relaxfeel Floral Single Dohar White Pack of1 Color: White Height: 10 cm Width:30 cm,Relaxfeel Floral Single Dohar White (AC Dohar) Price: Rs. 499 A Good Collection Of Dohars Which Are Good Compaingns For Summers & Winters As Well. High Quality Gurantee Extremely Soft And Warm. Perfect For Everyday Use. These Dohars Gives Luxarious And Elegant Look, Easy To Carry During Travelling. Easy Storage. All Season Dohars, Can Be Used In AC Rooms Also.,Specifications of Relaxfeel Floral Single Dohar White (AC Dohar) General Brand Relaxfeel Type Dohar Hand Washable Yes Model ID single dohar Color White Design floral Machine Washable Yes Suitable For A/C ROOMS Inner Material Polycotton Model Name single dohar Ideal For Baby Boys and Baby Girls Outer Material PLOYESTER Size Single Dimensions Weight 700 g Length 3 inch / 10 cm Width 11 inch / 30 cm Depth 30 cm In the Box Number of Contents in Sales Package 1"
905,Home Decor & Festive Needs,scarlet tanager bird normal POSTER Paper Print,"Key Features of scarlet tanager bird normal POSTER Paper Print Animals Large 18 inch,Specifications of scarlet tanager bird normal POSTER Paper Print (18 inch X 12 inch, ROLLED) Dimensions Paper Depth 300 gsm Height 18 inch Width 12 inch Poster Details Category Animals Black & White Poster No Paper Type Paper Print Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 POSTER"
906,Home Decor & Festive Needs,good-night-angel-sleep-well-pics Paper Print,"Key Features of good-night-angel-sleep-well-pics Paper Print Good printing Laminated Water proof Good Paper Quality Long Lasting,good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Price: Rs. 189 Mega product poster made in high quality hp paper and hd printed, so well art ….,Specifications of good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Humor Black & White Poster No Paper Type Paper Print Paper Finish Matte Lamination Yes Artist Name Mega product Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 poster"
907,Baby Care,Fs Mini Klub Baby Boy's Woven Casual Shirt,"Key Features of Fs Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: 100% Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of Fs Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Ideal For Baby Boy's Occasion Casual Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% Cotton Fit Regular Fabric Care Wash with Similar color Additional Details Style Code 88EBTSH0565 W"
908,Baby Care,Cotton On Kids Baby Boy's Printed Casual Shirt,Specifications of Cotton On Kids Baby Boy's Printed Casual Shirt General Details Pattern Printed Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric Cotton Fit Regular Additional Details Style Code COKB504Black
909,Baby Care,Portia Hat,"Specifications of Portia Hat (Pink, Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 General Ideal For Girls"
910,Baby Care,Beebay Baby Boy's Checkered Casual Shirt,Specifications of Beebay Baby Boy's Checkered Casual Shirt General Details Pattern Checkered Occasion Casual Ideal For Baby Boy's Shirt Details Closure Button Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Collar Button down collar Fabric Cotton Fit Regular Hem Curved Hem Additional Details Style Code 161207 Fabric Care Machine wash
911,Home Decor & Festive Needs,painting_art_couple_love__Dance Paper Print,"Key Features of painting_art_couple_love__Dance Paper Print Good lamination High quality paper lovelly Printing,painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Price: Rs. 199 Shoperite poster is made in high quality paper and lamination,lovelly HD printing,so get good look your wall,300 GSM Paper depth…,Specifications of painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 12 inch Width 18 inch Poster Details Shape Rectangle Black & White Poster No Category Quotes & Motivation Orientation Landscape Paper Finish Matte Paper Type Paper Print Lamination Yes Artist Name Shoperite Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster"
912,Home Decor & Festive Needs,Bourne Supermacy Canvas Art,"Key Features of Bourne Supermacy Canvas Art Unique and Uber design High Grade 300 GSM Canvas Poster Bright Detailed Printing Standard 12"" x 18"" size Comes in rolled form in a Poster Tube,Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Price: Rs. 999 Bourne Supermacy Canvas poster from Urban Monk accomplishes its task of reflecting your passion about the thing and solely provides an elegant touch to your home or your work place. Understanding and providing the urban folks with the designs ranging from music ,movies, tv, shows, cricket, football, NBA, NFL, minimal, funny. abstract art etc posters is our sole purpose.Bourne Supermacy 12x18 inches poster is made of high grade 300gsm Canvas paper ,then printed using ultra violet discharge printing for the richness of colours and details. We have made sure that this canvas art provides you a sense of satisfaction. It comes in a rigid poster tube to prevent carriage damage. Margins are left on the sides for framing.,Specifications of Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Warranty Warrenty is limited to manufacturing defects only. Dimensions Paper Depth 285 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Nature, Educational, Sports Paper Finish Matte Paper Type Canvas Art Sub-Category Thrillers, Bollywood, Music & Musical Instruments Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 Rolled Poster"
913,Watches,Like Analog Purple Clock,Specifications of Like Analog Purple Clock Functions Alarm Yes General Suitable For Table Number of Batteries 1 Power Source Battery Display Features Backlight No Warranty 1 year manufacturers warranty Dimensions Weight 230 g Height 122 mm Width 37 mm Body Features Dial Shape Rectangle Dial Number of Display Hands 4 Display Hands Material Plastic Dial Color Purple In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Table Clock
914,Baby Care,612 League Baby Boy's Checkered Casual Shirt,Specifications of 612 League Baby Boy's Checkered Casual Shirt General Details Pattern Checkered Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% COTTON Fit Regular Additional Details Style Code BLS00S380001B Fabric Care ENZYME WASH
915,Baby Care,FS Mini Klub Baby Boy's Woven Casual Shirt,"Key Features of FS Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of FS Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric Cotton Fit Regular Additional Details Style Code 88TBTSH0385 RB/AOP"
916,Home Decor & Festive Needs,wallskart Floral & Botanical Wallpaper,"Key Features of wallskart Floral & Botanical Wallpaper Suitable For: Living Room, Bed Room, Kitchen, Office Color: Black Material: Vinyl Paper Type: Vinyl,wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) Price: Rs. 299 Welcome to the foremost place on the web to find artistic designs of wall decals and wall stickers.Wall decals and wall stickers are self-adhesive vinyl stickers made for applying to a surface.They are a great alternative to wallpaper, paint or stencils and they give you choice. Choose your space, plan the design you`d like to make, and then apply. They are extremely durable and are available in various designs. Its extremely easy to apply them on your walls or any flat,smooth surface,Specifications of wallskart Floral & Botanical Wallpaper (35.56 cm X 53.34 cm) General Brand wallskart Scratch Resistant Yes Shade Black Material Vinyl Color Black Design Wallskart Tinker Bell And Flowers Small Black Wall sticker Suitable For Living Room, Bed Room, Kitchen, Office Theme Floral & Botanical Model Number WKHS0164S Length 35.56 cm Waterproof Yes Width 53.34 cm Paper Type Vinyl Size Small Warranty Covered in Warranty Should Not Be Applied on Freshly Painted Walls. At Least 15 Days after Painting. Should Not Applied On Humid / Wet Surfaces. Not To Be Applied On Textured Surfaces. Not to Be Applied With Paint /Dust Coming Off Surfaces Warranty Summary Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallsk...View More Wallskart Products come with warranty of 15 Days from the date of purchase and is not transferable. Wallskart warranty covers following: a) any damage to product in transit. b) Any manufacturing defect in product. During the warranty period, Wallskart shall exchange the product free of cost. Wallskart Warranty is not valid in the event of following instances: a) Any damage to product due to extreme heat or moisture. b) Mishandling during installation. c) Any damage due to human interference, exposure to fire or accident. Customer agrees that Wallskart reserves the right to correct any issues that were a reason for the return, before any possible refund is issued. Dimensions Weight 250 g Additional Features Other Features Scratch Resistant, Wet Removable Washable Yes In the Box Sales Package 1 wall sticker Pack of 1"
917,Home Decor & Festive Needs,Megaway 196.85 inch White Rice Lights,"Megaway 196.85 inch White Rice Lights (Pack of 5)
                         Price: Rs. 4,050
				
			Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only.
Warning: Don't Direct Plug into AC Power Supply, Use 12V LED Adaptor provided along with the Strip Light. Warranty for Adaptor is for 6 months only."
918,Home Furnishing,"The Intellect Bazaar Abstract Double Dohar Blue, Brown","Buy The Intellect Bazaar Abstract Double Dohar Blue, Brown at Rs. 949 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!"
919,Home Decor & Festive Needs,Anjalika Brass Laddu Gopal Showpiece  -  6 cm,Buy Anjalika Brass Laddu Gopal Showpiece  -  6 cm for Rs.900 online. Anjalika Brass Laddu Gopal Showpiece  -  6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
920,Home Furnishing,Baby Bucket Cartoon Single Blanket blue,Buy Baby Bucket Cartoon Single Blanket blue at Rs. 1395 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
921,Home Decor & Festive Needs,"Digilight 400 inch White, Blue Rice Lights","Buy Digilight 400 inch White, Blue Rice Lights for Rs.189 online. Digilight 400 inch White, Blue Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
922,Home Decor & Festive Needs,Agrasen International Radha Krishna Statue Showpiece  -  20 cm,Buy Agrasen International Radha Krishna Statue Showpiece  -  20 cm for Rs.599 online. Agrasen International Radha Krishna Statue Showpiece  -  20 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
923,Home Decor & Festive Needs,"Pinc Ginger 90.6 inch Black, White Rice Lights","Buy Pinc Ginger 90.6 inch Black, White Rice Lights for Rs.3000 online. Pinc Ginger 90.6 inch Black, White Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
924,Beauty and Personal Care,Elfani Brilliance Lip Color 3.5 g,"Flipkart.com: Buy Elfani Brilliance Lip Color 3.5 g for Rs. 180 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
925,Home Decor & Festive Needs,Home Delight 130 inch Pink Rice Lights,"Home Delight 130 inch Pink Rice Lights (Pack of 5)
                         Price: Rs. 199
				
			These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals.
These are Pink Rice light. Colourful PVC copper wire Warmer, with traditional glow. Flame-tip shape Cuts electricity costs up to 80% than ordinary bulbs. Bulbs which are also virtually unbreakable and very durable. These light series can be hanged indoors or outdoor. IP44 High energy saving and safety Superior material with competitive price Promotion for festivals."
926,Home Furnishing,Valtellina Plain Single Top Sheet White,Buy Valtellina Plain Single Top Sheet White at Rs. 1148 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
927,Home Furnishing,Nagar Handloom Floral Double Quilts & Comforters Multicolor,Buy Nagar Handloom Floral Double Quilts & Comforters Multicolor at Rs. 1350 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
928,Home Furnishing,Valtellina Checkered Double Blanket Brown,Buy Valtellina Checkered Double Blanket Brown at Rs. 878 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
929,Home Decor & Festive Needs,Adaa Sitting Nandi with Round Base Showpiece  -  4 cm,Buy Adaa Sitting Nandi with Round Base Showpiece  -  4 cm for Rs.590 online. Adaa Sitting Nandi with Round Base Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
930,Home Decor & Festive Needs,Utsav Handicraft UHD004 Showpiece  -  8 cm,"Utsav Handicraft UHD004 Showpiece  -  8 cm (Silver Finish, Silver)
                         Price: Rs. 899
				
			Utsav Handicraft Musical Ganesha
Utsav Handicraft Musical Ganesha"
931,Home Furnishing,Jaipur Textile Hub Floral Double Quilts & Comforters Green,Buy Jaipur Textile Hub Floral Double Quilts & Comforters Green at Rs. 1170 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
932,Home Furnishing,Valtellina Abstract Double Blanket Brown,Buy Valtellina Abstract Double Blanket Brown at Rs. 799 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
933,Home Decor & Festive Needs,Gift Studios Buddha Stone Showpiece  -  17.6 cm,Buy Gift Studios Buddha Stone Showpiece  -  17.6 cm for Rs.699 online. Gift Studios Buddha Stone Showpiece  -  17.6 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
934,Home Furnishing,Aurraa Printed Single Quilts & Comforters Green,"Aurraa Printed Single Quilts & Comforters Green (Micro Quilt, Quilt)
                         Price: Rs. 1,425
				
			Spread happiness in your kid’s bedroom while your kid sleep comfortably in warmth with this cosy quilt. High quality polyfill constitutes this quilt covered with premium quality cotton.
Spread happiness in your kid’s bedroom while your kid sleep comfortably in warmth with this cosy quilt. High quality polyfill constitutes this quilt covered with premium quality cotton."
935,Beauty and Personal Care,Incolor Metalic Lipstick N15 3.8 g,"Flipkart.com: Buy Incolor Metalic Lipstick N15 3.8 g for Rs. 210 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
936,Home Decor & Festive Needs,My Party Suppliers 720 inch Multicolor Rice Lights,Buy My Party Suppliers 720 inch Multicolor Rice Lights for Rs.850 online. My Party Suppliers 720 inch Multicolor Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
937,Home Decor & Festive Needs,GrandShop 444 inch Multicolor Rice Lights,"GrandShop 444 inch Multicolor Rice Lights (Pack of 1)
                         Price: Rs. 300
				
			The GrandShop Rice Strip Lights are made with a fine bendable copper wire in silver that can conform to any shape to add a beautiful decorative accent. Flexible yet durable, the string lights are perfect for positioning lights to any decorative like Diwali, Christmas Tree Decoration, walls during wedding or any anniversary, Decorate home on occasions like Diwali, New Year etc. The 37 Ft long wire hosts 55 very small and intensely bright Multicolor LED Bulbs with Light Changing mode illuminate in every direction & give beautiful Color.
The GrandShop Rice Strip Lights are made with a fine bendable copper wire in silver that can conform to any shape to add a beautiful decorative accent. Flexible yet durable, the string lights are perfect for positioning lights to any decorative like Diwali, Christmas Tree Decoration, walls during wedding or any anniversary, Decorate home on occasions like Diwali, New Year etc. The 37 Ft long wire hosts 55 very small and intensely bright Multicolor LED Bulbs with Light Changing mode illuminate in every direction & give beautiful Color."
938,Home Decor & Festive Needs,eCraftIndia Lord Ganesha on Elephant Showpiece  -  13.97 cm,Buy eCraftIndia Lord Ganesha on Elephant Showpiece  -  13.97 cm for Rs.699 online. eCraftIndia Lord Ganesha on Elephant Showpiece  -  13.97 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
939,Home Furnishing,Welhouse Geometric Double Blanket Grey,Buy Welhouse Geometric Double Blanket Grey at Rs. 1049 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
940,Home Decor & Festive Needs,Digilight 200 inch Blue Rice Lights,"Digilight 200 inch Blue Rice Lights (Pack of 2)
                         Price: Rs. 129
				
			This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in.
This Diwali, adorn your home like never before with these gorgeous lighting solutions from the house of Digilight. Available in a varied array of colours and types to suit your taste, these are made from durable PVC material and beautify your abode. Order these online today and get ready for the compliments to flow in."
941,Home Furnishing,The Intellect Bazaar Geometric Single Blanket Gold,"The Intellect Bazaar Geometric Single Blanket Gold (Mink Blanket, 1 Blanket)
                         Price: Rs. 1,299
				
			The Intellect Bazaar presents its all new range of Mink Blanket that is made from the finest quality of material and in complete observance of the prevalent quality norms of the company.The warmth rendered by these blankets completely satisfy the customer needs. The Intellect Bazaar blankets weigh less and provide warmth in freezing winter seasons. These Mink Blankets have a very long life. These blankets are available in 7 colours. The Intellect Bazaar blankets comes in attractive and durable packing which keep these blankets safe ,when not in use. Moreover, these blankets are excellent for gifts.
The Intellect Bazaar presents its all new range of Mink Blanket that is made from the finest quality of material and in complete observance of the prevalent quality norms of the company.The warmth rendered by these blankets completely satisfy the customer needs. The Intellect Bazaar blankets weigh less and provide warmth in freezing winter seasons. These Mink Blankets have a very long life. These blankets are available in 7 colours. The Intellect Bazaar blankets comes in attractive and durable packing which keep these blankets safe ,when not in use. Moreover, these blankets are excellent for gifts."
942,Home Furnishing,The Art Box Floral Single Dohar Multicolor,Buy The Art Box Floral Single Dohar Multicolor at Rs. 699 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
943,Home Decor & Festive Needs,"Al Fakher Pegs'N'Pipes Mint, Double Apple Hookah Flavor","Buy Al Fakher Pegs'N'Pipes Mint, Double Apple Hookah Flavor for Rs.297 online. Al Fakher Pegs'N'Pipes Mint, Double Apple Hookah Flavor at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
944,Home Decor & Festive Needs,Weldecor 1800 inch Red Rice Lights,Buy Weldecor 1800 inch Red Rice Lights for Rs.5999 online. Weldecor 1800 inch Red Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
945,Home Furnishing,Unnati Floral Double Blanket Multicolor,Buy Unnati Floral Double Blanket Multicolor at Rs. 715 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
946,Beauty and Personal Care,Organistick Silver Label Lipstick 10 g,"Flipkart.com: Buy Organistick Silver Label Lipstick 10 g for Rs. 149 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!"
947,Home Decor & Festive Needs,Eshoppee Shiv face antique color brass idol Showpiece  -  8 cm,Buy Eshoppee Shiv face antique color brass idol Showpiece  -  8 cm for Rs.999 online. Eshoppee Shiv face antique color brass idol Showpiece  -  8 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
948,Home Decor & Festive Needs,Arabian Nights Soex Cranberry Assorted Hookah Flavor,"Arabian Nights Soex Cranberry Assorted Hookah Flavor (500 g)
                         Price: Rs. 800
				
			An excellent cranberry taste that overwhelms sweetness everytime you have it.
An excellent cranberry taste that overwhelms sweetness everytime you have it."
949,Home Furnishing,Welhouse Geometric Double Blanket Black,Buy Welhouse Geometric Double Blanket Black at Rs. 1049 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
950,Home Furnishing,eCraftIndia Floral Single Quilts & Comforters Multicolor,Buy eCraftIndia Floral Single Quilts & Comforters Multicolor at Rs. 1099 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
951,Home Decor & Festive Needs,The Art Treasure Decorative Shankh,Buy The Art Treasure Decorative Shankh for Rs.2900 online. The Art Treasure Decorative Shankh at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
952,Home Furnishing,Unnati Abstract Single Top Sheet Multicolor,"Unnati Abstract Single Top Sheet Multicolor
                         Price: Rs. 520
				
			unnati mink blanket WITH MULTIPLE colur having polyster thread ..easy to use & easy to wash.
unnati mink blanket WITH MULTIPLE colur having polyster thread ..easy to use & easy to wash."
953,Home Furnishing,Craft And Curtain Multicolor 178 cm Table Runner,Buy Craft And Curtain Multicolor 178 cm Table Runner at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
954,Home Furnishing,The Intellect Bazaar Plain King Blanket Grey,Buy The Intellect Bazaar Plain King Blanket Grey at Rs. 999 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!
955,Home Decor & Festive Needs,"Digilight 400 inch Red, Yellow Rice Lights","Buy Digilight 400 inch Red, Yellow Rice Lights for Rs.189 online. Digilight 400 inch Red, Yellow Rice Lights at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee."
956,Kitchen & Dining,Bhalaria Dessert Fork Stainless Steel Dessert Fork Set,"Key Features of Bhalaria Dessert Fork Stainless Steel Dessert Fork Set High Quality Stainless Steel Durable Superior Finish,Bhalaria Dessert Fork Stainless Steel Dessert Fork Set (Pack of 12) Price: Rs. 569 These Bhalaria Dessert Forks feature traditional size heads and tines and will be a great addition for entertaining in numbers. The working ends are modern, functional and comfortable. They are made from high quality stainless steel with a high polished finish. Bhalaria Robinson line features a simple and elegant design that will mix well with your existing flatware pieces. Comes in a set of 12.,Specifications of Bhalaria Dessert Fork Stainless Steel Dessert Fork Set (Pack of 12) General Brand Bhalaria Handle Material Stainless Steel Model Number 246345 Disposable No Type Dessert Fork Model Name Dessert Fork Material Stainless Steel Color Silver In the box Sales Package 12 Dessert Fork Pack of 12 Dimensions Height 19 cm Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Not Covered in Warranty Warranty does not cover damage caused to the product due to improper use of the product, normal wear and tear, damages caused to the product by accident, lightening, ingress of water, fire, dropping or excessive shock, loss of business oppurtunity and any kind of liabilities."
